type_operasi,area_operasi,jumlah_bus,jumlah_penumpang
RSUD JATI PADANG,JAKARTA,89,1663
PUSKESMAS MAMPANG PRAPATAN,JAKARTA,,
PUSKESMAS PANCORAN,JAKARTA,,
PUSKESMAS CILANDAK,JAKARTA,,
PUSKESMAS TEBET,JAKARTA,,
PUSKESMAS KUNINGAN  BARAT,JAKARTA,,
PUSKESMAS KEBAYORAN BARU,JAKARTA,,
PUSKESMAS KEBAYORAN LAMA,JAKARTA,,
SUDINKES JAKARTA SELATAN,JAKARTA,,
RSUP PERSAHABATAN,JAKARTA,21,416
RSUP PERSAHABATAN,BOGOR,42,837
RSUP PERSAHABATAN,DEPOK,21,437
RSUP PERSAHABATAN,TANGERANG,,
RSUP PERSAHABATAN,BEKASI,43,1767
RS JANTUNG HARAPAN KITA,JAKARTA,49,1858
RS JANTUNG HARAPAN KITA,BOGOR,28,1228
RS JANTUNG HARAPAN KITA,TANGERANG,0,0
RS JANTUNG HARAPAN KITA,BEKASI,21,850
RSPI SULIANTI SAROSO,JAKARTA,90,3634
RSUP FATMAWATI,JAKARTA,19,1051
RS KANKER DHARMAIS,JAKARTA,45,1784
RS KETERGANTUNGAN OBAT,JAKARTA,9,46
Puskesmas Ciracas,RS Wisma Atlet,1,7
Puskesmas Duren Sawit,RS Wisma Atlet,1,13
Puskesmas Cilincing,RS Wisma Atlet,1,20
Puskesmas Kemayoran,RS Wisma Atlet,1,15
Puskesmas Kramat Jati,RS Wisma Atlet,1,8
Puskesmas Duren Sawit,RS Wisma Atlet,1,7
Puskesmas Pancoran,RS Wisma Atlet,1,10
Puskesmas Kemayoran,RS Wisma Atlet,1,14
Puskesmas Duren Sawit,RS Wisma Atlet,1,16
Puskesmas Ciracas,RS Wisma Atlet,1,14
Puskesmas Kemayoran,RS Wisma Atlet,1,21
Puskesmas Jagakarsa,RS Wisma Atlet,1,10
Puskesmas Cipayung,RS Wisma Atlet,1,21
Puskesmas Kembangan,RS Wisma Atlet,1,4
Puskesmas Kramat Jati,RS Wisma Atlet,1,19
Puskesmas Pasar Minggu,RS Wisma Atlet,1,12
Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,14
Puskesmas Cempaka Putih,RS Wisma Atlet,1,11
Puskesmas Koja,RS Wisma Atlet,1,10
Puskesmas Cipayung,RS Wisma Atlet,1,8
Puskesmas Ciracas,RS Wisma Atlet,1,26
Puskesmas Cengkareng,RS Wisma Atlet,1,13
Puskesmas Cilandak,RS Wisma Atlet,1,6
Puskesmas Pasar Minggu,RS Wisma Atlet,1,7
Puskesmas Gambir,RS Wisma Atlet,1,9
Puskesmas Duren Sawit,RS Wisma Atlet,1,11
Puskesmas Koja,RS Wisma Atlet,1,14
Puskesmas Cipayung,RS Wisma Atlet,1,18
Puskesmas Pancoran,RS Wisma Atlet,1,10
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,18
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,11
Puskesmas Kembangan,RS Wisma Atlet,1,11
Puskesmas Pasar Minggu,RS Wisma Atlet,1,25
Puskesmas Duren Sawit,RS Wisma Atlet,1,10
Puskesmas Tebet,RS Wisma Atlet,1,14
Puskesmas Ciracas,RS Wisma Atlet,1,14
Puskesmas Pulogadung,RS Wisma Atlet,1,8
Puskesmas Cipayung,RS Wisma Atlet,1,18
Puskesmas Kembangan,RS Wisma Atlet,1,19
Puskesmas Ciracas,RS Wisma Atlet,1,7
Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,12
Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
Puskesmas Koja,RS Wisma Atlet,1,7
Puskesmas Duren Sawit,RS Wisma Atlet,1,14
Puskesmas Tebet,RS Wisma Atlet,1,16
Puskesmas Pancoran,RS Wisma Atlet,1,10
Puskesmas Cilincing,RS Wisma Atlet,1,12
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,14
Puskesmas Cengkareng,RS Wisma Atlet,1,14
Puskesmas Ciracas,RS Wisma Atlet,1,34
Puskesmas Kemayoran,RS Wisma Atlet,1,27
Puskesmas Tanah Abang,RS Wisma Atlet,1,10
Puskesmas Kembangan,RS Wisma Atlet,1,5
Puskesmas Pulogadung,RS Wisma Atlet,1,11
Puskesmas Palmerah ,RS Wisma Atlet,1,22
Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,15
Puskesmas Pasar Minggu,RS Wisma Atlet,1,8
Puskesmas Matraman,RS Wisma Atlet,1,11
Puskesmas Kramat Jati,RS Wisma Atlet,1,12
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,7
Puskesmas Tanah Abang,RS Wisma Atlet,1,10
Puskesmas Tebet,RS Wisma Atlet,1,11
Puskesmas Kemayoran,RS Wisma Atlet,1,28
Puskesmas Setiabudi,RS Wisma Atlet,1,14
Puskesmas Matraman,RS Wisma Atlet,1,11
Puskesmas Matraman (II),RS Wisma Atlet,1,6
Puskesmas Ciracas,RS Wisma Atlet,1,22
Puskesmas Pancoran,RS Wisma Atlet,1,13
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,14
Puskesmas Cilandak,RS Wisma Atlet,1,6
Puskesmas Kebayoran Lama (II),RS Wisma Atlet,1,8
Puskesmas Jagakarsa,RS Wisma Atlet,1,26
Puskesmas Cipayung,RS Wisma Atlet,1,54
Puskesmas Kembangan,RS Wisma Atlet,1,17
Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,19
Puskesmas Kramat Jati,RS Wisma Atlet,1,8
Puskesmas Cempaka Putih,RS Wisma Atlet,1,6
Puskesmas Duren Sawit,RS Wisma Atlet,1,13
Puskesmas Koja,RS Wisma Atlet,1,10
Puskesmas Cipayung,RS Wisma Atlet,1,31
Puskesmas Matraman,RS Wisma Atlet,1,8
Puskesmas Cilincing,RS Wisma Atlet,1,12
Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
Puskesmas Pasar Minggu,RS Wisma Atlet,1,20
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,13
Puskesmas Kemayoran,RS Wisma Atlet,1,19
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,9
Puskesmas Kebayoran Lama (II),RS Wisma Atlet,1,7
Puskesmas Ciracas,RS Wisma Atlet,1,23
Puskesmas Pancoran,RS Wisma Atlet,1,10
Puskesmas Tanah Abang,RS Wisma Atlet,1,15
Puskesmas Kramat Jati,RS Wisma Atlet,1,13
Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,31
Puskesmas Pasar Minggu,RS Wisma Atlet,1,14
Puskesmas Kelapa Gading,RS Wisma Atlet,1,6
Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
Puskesmas Kramat Jati,RS Wisma Atlet,1,9
Puskesmas Duren Sawit,RS Wisma Atlet,1,8
Puskesmas Koja,RS Wisma Atlet,1,7
Puskesmas Tebet,RS Wisma Atlet,1,23
Puskesmas Pancoran,RS Wisma Atlet,1,9
Puskesmas Pasar Minggu,RS Wisma Atlet,1,19
Puskesmas Cilincing,RS Wisma Atlet,1,12
Puskesmas Tanah Abang,RS Wisma Atlet,1,7
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,16
Puskesmas Ciracas,RS Wisma Atlet,1,10
Puskesmas Matraman,RS Wisma Atlet,1,8
Puskesmas Pasar Minggu,RS Wisma Atlet,1,9
Puskesmas Cilandak,RS Wisma Atlet,1,6
Puskesmas Kramat Jati,RS Wisma Atlet,1,9
Puskesmas Kemayoran,RS Wisma Atlet,1,21
Puskesmas Ciracas,RS Wisma Atlet,1,12
Puskesmas Cempaka Putih,RS Wisma Atlet,1,11
Puskesmas Matraman,RS Wisma Atlet,1,8
Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
Puskesmas Cipayung,RS Wisma Atlet,1,33
Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
Puskesmas Koja,RS Wisma Atlet,1,19
Puskesmas Koja (II),RS Wisma Atlet,1,14
Puskesmas Duren Sawit,RS Wisma Atlet,1,12
Puskesmas Ciracas,RS Wisma Atlet,1,58
Puskesmas Cipayung,RS Wisma Atlet,1,22
Puskesmas Pasar Minggu,RS Wisma Atlet,1,16
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,10
Puskesmas Kramat Jati,RS Wisma Atlet,1,40
Puskesmas Pancoran,RS Wisma Atlet,1,22
Puskesmas Kemayoran,RS Wisma Atlet,1,34
Puskesmas Cilandak,RS Wisma Atlet,1,13
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,6
Puskesmas Makasar,RS Wisma Atlet,1,9
Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,13
Puskesmas Pulogadung,RS Wisma Atlet,1,8
Puskesmas Pancoran,RS Wisma Atlet,1,20
Puskesmas Cilandak,RS Wisma Atlet,1,11
Puskesmas Kebon Jeruk,RS Wisma Atlet,1,10
Puskesmas Setiabudi,RS Wisma Atlet,1,10
Psukesmas Duren Sawit,RS Wisma Atlet,1,9
Puskesmas Cempaka Putih,RS Wisma Atlet,1,8
Puskesmas Ciracas,RS Wisma Atlet,1,8
Puskesmas Tanah Abang,RS Wisma Atlet,1,10
Puskesmas Tebet,RS Wisma Atlet,1,15
Puskesmas Cilandak,RS Wisma Atlet,1,11
Puskesmas Pulogadung,RS Wisma Atlet,1,10
Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
RS KKO Cilandak,RS Wisma Atlet,1,17
Puskesmas Tebet,RS Wisma Atlet,1,7
Puskesmas Koja,RS Wisma Atlet,1,22
Puskesmas Cilincing,RS Wisma Atlet,1,12
Puskesmas Menteng,RS Wisma Atlet,1,13
Puskesmas Ciracas,RS Wisma Atlet,1,17
Puskesmas Cipayung,RS Wisma Atlet,1,20
Puskesmas Duren Sawit,RS Wisma Atlet,1,9
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,5
Puskesmas Pasar Minggu,RS Wisma Atlet,1,25
Psukesmas Pasar Minggu (II),RS Wisma Atlet,1,16
Puskesmas Kemayoran,RS Wisma Atlet,1,19
Puskesmas Pancoran,RS Wisma Atlet,1,15
Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,10
Puskesmas Kembangan,RS Wisma Atlet,1,6
Puskesmas Cilincing (II),RS Wisma Atlet,1,11
Puskesmas Ciracas (II),RS Wisma Atlet,1,12
Puskesmas Setiabudi,RS Wisma Atlet,1,14
Puskesmas Tanjung Priuk (II),RS Wisma Atlet,1,12
Puskesmas Tanah Abang,RS Wisma Atlet,1,12
Puskesmas Gambir,RS Wisma Atlet,1,19
Puskesmas Cakung,RS Wisma Atlet,1,18
Puskesmas Makasar,RS Wisma Atlet,1,16
Puskesmas Setiabudi,RS Wisma Atlet,1,18
Puskesmas Tebet,RS Wisma Atlet,1,26
RS KKO Cilandak,RS Wisma Atlet,1,10
Puskesmas Kalideres,RS Wisma Atlet,1,7
Puskesmas Matraman,RS Wisma Atlet,1,20
Puskesmas Pulogadung,RS Wisma Atlet,1,7
Puskesmas Cipayung,RS Wisma Atlet,1,22
Puskesmas Koja,RS Wisma Atlet,1,11
Puskesmas Koja (II),RS Wisma Atlet,1,22
Puskesmas Kebon Jeruk,RS Wisma Atlet,1,16
Puskesmas Pasar Rebo,RS Wisma Atlet,1,11
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,12
Puskesmas Jatinegara,RS Wisma Atlet,1,16
Puskesmas Pancoran,RS Wisma Atlet,1,24
Puskesmas Ciracas,RS Wisma Atlet,1,54
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,13
Puskesmas Palmerah ,RS Wisma Atlet,1,21
Puskesmas Duren Sawit,RS Wisma Atlet,1,10
Puskesmas Cilandak,RS Wisma Atlet,1,6
Puskesmas Tanah Abang,RS Wisma Atlet,1,12
Puskesmas Kramat Jati,RS Wisma Atlet,1,68
Puskesmas Kembangan ,RS Wisma Atlet,1,7
Puskesmas Penjaringan,RS Wisma Atlet,1,11
Puskesmas Kelapa Gading,RS Wisma Atlet,1,8
Puskesmas Makasar (II),RS Wisma Atlet,1,17
Puskesmas Cilincing,RS Wisma Atlet,1,12
Puskesmas Kelapa Gading (II),RS Wisma Atlet,1,15
Puskesmas Tanjung Priuk,RS Wisma Atlet,1,15
Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
Puskesmas Kemayoran,RS Wisma Atlet,1,45
Puskesmas Setiabudi (II),RS Wisma Atlet,1,19
Puskesmas Cempaka Putih,RS Wisma Atlet,1,12
Puskesmas Kelapa Gading,RS Wisma Atlet,1,6
Puskesmas Tebet,RS Wisma Atlet,1,35
Puskesmas Duren Sawit,RS Wisma Atlet,1,20
Puskesmas Koja,RS Wisma Atlet,1,24
RS KKO Cilandak,RS Wisma Atlet,1,20
Puskesmas Menteng,RS Wisma Atlet,1,12
Puskesmas Ciracas,RS Wisma Atlet,1,10
Puskesmas Cipayung,RS Wisma Atlet,1,28
Puskesmas Kemayoran,RS Wisma Atlet,1,34
Puskesmas Ciracas (II),RS Wisma Atlet,1,43
Puskesmas Pancoran,RS Wisma Atlet,1,11
PUSkesmas Cilincing,RS Wisma Atlet,1,8
Puskesmas Ciracas (III),RS Wisma Atlet,1,41
Puskesmas Kemayoran (II),RS Wisma Atlet,1,35
Puskesmas Cakung,RS Wisma Atlet,1,26
Puskesmas Cempaka Putih,RS Wisma Atlet,1,8
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,14
Puskesmas Jatinegara,RS Wisma Atlet,1,7
Puskesmas Tanah Abang,RS Wisma Atlet,1,9
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,7
Puskesmas Jagakarsa,RS Wisma Atlet,1,17
Puskesmas Tanjung Priuk,RS Wisma Atlet,1,10
Puskesmas Tebet,RS Wisma Atlet,1,19
Puskesmas Duren Sawit,RS Wisma Atlet,1,17
Puskesmas Cilincing,RS Wisma Atlet,1,37
Puskesmas Setiabudi,RS Wisma Atlet,1,26
Puskesmas Koja,RS Wisma Atlet,1,26
Puskesmas Cempaka Putih,RS Wisma Atlet,1,23
Puskesmas Makasar,RS Wisma Atlet,1,17
Puskesmas Pulogadung,RS Wisma Atlet,1,8
Puskesmas Cilandak,RS Wisma Atlet,1,11
Puskesmas Setiabudi (II),RS Wisma Atlet,1,15
Puskesmas Cipayung,RS Wisma Atlet,1,13
Puskesmas Pasar Minggu,RS Wisma Atlet,1,20
Puskesmas Ciracas,RS Wisma Atlet,1,20
Puskesmas Kebon Jeruk,RS Wisma Atlet,1,13
Puskesmas Pancoran,RS Wisma Atlet,1,30
Puskesmas Tanjung Priuk (II),RS Wisma Atlet,1,6
Puskesmas Kembangan,RS Wisma Atlet,1,7
Puskesmas Kemayoran,RS Wisma Atlet,1,23
Puskesmas Makasar (II),RS Wisma Atlet,1,9
Puskesmas Tanjung Priuk (II),RS Wisma Atlet,1,22
RS KKO Cilandak,RS Wisma Atlet,1,19
Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
RS KKO Cilandak,RS Wisma Atlet,1,10
Puskesmas Pulogadung,RS Wisma Atlet,1,9
Puskesmas Cilincing,RS Wisma Atlet,1,20
Puskesmas Menteng,RS Wisma Atlet,1,10
Puskesmas Ciracas,RS Wisma Atlet,1,13
Puskesmas Tanah Abang,RS Wisma Atlet,1,10
Puskesmas Cilandak,RS Wisma Atlet,1,10
Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
Puskesmas Kramat Jati,RS Wisma Atlet,1,10
RS KKO Cilandak,RS Wisma Atlet,1,9
Puskesmas Cipayung,RS Wisma Atlet,1,9
Puskesmas Ciracas,RS Wisma Atlet,1,10
Puskesmas Kemayoran,RS Wisma Atlet,1,12
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,7
Puskesmas Cilandak,RS Wisma Atlet,1,8
Puskesmas Ciracas (II),RS Wisma Atlet,1,10
Puskesmas Pasar Minggu,RS Wisma Atlet,1,10
Puskesmas Koja,RS Wisma Atlet,1,12
Puskesmas Tebet,RS Wisma Atlet,1,7
Puskesmas Ciracas (III),RS Wisma Atlet,1,10
Puskesmas Koja (II),RS Wisma Atlet,1,11
Puskesmas Koja (III),RS Wisma Atlet,1,12
Puskesmas Ciracas (4),RS Wisma Atlet,1,10
Puskesmas Cilincing,RS Wisma Atlet,1,10
Puskesmas Cakung,RS Wisma Atlet,1,12
Puskesmas Kelapa Gading,RS Wisma Atlet,1,27
Puskesmas Cempaka Putih,RS Wisma Atlet,1,10
Puskesmas Makasar,RS Wisma Atlet,1,27
Puskesmas Duren Sawit,RS Wisma Atlet,1,9
Puskesmas Kemayoran (II),RS Wisma Atlet,1,10
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,9
Puskesmas Penjaringan,RS Wisma Atlet,1,11
Puskesmas Pasar Minggu  (II),RS Wisma Atlet,1,10
Puskesmas Cempaka Putih (II),RS Wisma Atlet,1,10
Puskesmas Pancoran,RS Wisma Atlet,1,29
Puskesmas Menteng,RS Wisma Atlet,1,10
Puskesmas Tanah Abang,RS Wisma Atlet,1,10
Puskesmas Tanjung Priuk,RS Wisma Atlet,1,11
Puskesmas Cakung,RS Wisma Atlet,1,10
Puskesmas Cilincing (II),RS Wisma Atlet,1,10
Puskesmas Setiabudi,RS Wisma Atlet,1,10
Puskesmas Kemayoran (III),RS Wisma Atlet,1,10
Puskesmas Kelapa Gading (II),RS Wisma Atlet,1,22
Puskesmas Duren Sawit (II),RS Wisma Atlet,1,10
Puskesmas Kramat Jati,RS Wisma Atlet,1,29
Puskesmas Kemayoran (4),RS Wisma Atlet,1,11
Puskesmas Makasar,RS Wisma Atlet,1,20
Puskesmas Cempaka Putih (3),RS Wisma Atlet,1,10
Puskesmas Cempaka Putih (4),RS Wisma Atlet,1,6
Puskesmas Tanjung Priuk,RS Wisma Atlet,1,10
Puskesmas Koja,RS Wisma Atlet,1,8
Puskesmas Duren Sawit,RS Wisma Atlet,1,9
Puskesmas Matraman,RS Wisma Atlet,1,19
Puskesmas Koja (2),RS Wisma Atlet,1,14
Puskesmas Tebet,RS Wisma Atlet,1,16
Puskesmas Palmerah ,RS Wisma Atlet,1,12
Puskesmas Ciracas,RS Wisma Atlet,1,14
Puskesmas Kelapa Gading,RS Wisma Atlet,1,7
Puskesmas Kemayoran ,RS Wisma Atlet,1,15
Puskesmas Koja (3),RS Wisma Atlet,1,5
Puskesmas Cilincing,RS Wisma Atlet,1,8
Puskesmas Pancoran,RS Wisma Atlet,1,29
Puskesmas Kembangan ,RS Wisma Atlet,1,6
Puskesmas Tanah Abang,RS Wisma Atlet,1,11
Puskesmas Cilandak,RS Wisma Atlet,1,7
Puskesmas Kelapa Gading,RS Wisma Atlet,1,10
Fave Hotel Cideng,RS Wisma Atlet,1,13
Puskesmas Setiabudi,RS Wisma Atlet,1,23
Puskesmas Kemayoran (2),RS Wisma Atlet,1,13
Puskesmas Menteng,RS Wisma Atlet,1,10
Puskesmas Kemayoran (3),RS Wisma Atlet,1,9
Puskesmas Cempaka Putih,RS Wisma Atlet,1,9
Puskesmas Tebet,RS Wisma Atlet,1,16
Psukesmas Koja,RS Wisma Atlet,1,5
Puskesmas Koja (2),RS Wisma Atlet,1,14
Fave Hotel Cideng,RS Wisma Atlet,1,20
Puskesmas Cipayung,RS Wisma Atlet,1,17
Puskesmas Koja (3),RS Wisma Atlet,1,8
Puskesmas Duren Sawit,RS Wisma Atlet,1,9
Puskesmas Kemayoran,RS Wisma Atlet,1,10
RS KKO Cilandak,RS Wisma Atlet,1,31
Puskesmas Tebet (2),RS Wisma Atlet,1,21
Puskesmas Penjaringan,RS Wisma Atlet,1,12
Puskesmas Pancoran,RS Wisma Atlet,1,9
Puskesmas Jatinegara,RS Wisma Atlet,1,9
Puskesmas Kemayoran (2),RS Wisma Atlet,1,10
Puskesmas Pulogadung,RS Wisma Atlet,1,10
Puskesmas Makasar,RS Wisma Atlet,1,12
Puskesmas Tanah Abang,RS Wisma Atlet,1,13
Puskesmas Ciracas,RS Wisma Atlet,1,10
Puskesmas Cilandak,RS Wisma Atlet,1,19
Puskesmas Kemayoran (3),RS Wisma Atlet,1,10
Puskesmas Cilincing,RS Wisma Atlet,1,20
Puskesmas Tebet,RS Wisma Atlet,1,12
Puskesmas Makasar,RS Wisma Atlet,1,15
Puskesmas Ciracas,RS Wisma Atlet,1,18
Puskesmas Cilandak,RS Wisma Atlet,1,10
Puskesmas Pancoran,RS Wisma Atlet,1,10
Puskesmas Jatinegara,RS Wisma Atlet,1,8
Puskesmas Kembangan,RS Wisma Atlet,1,5
Puskesmas Kelapa Gading,RS Wisma Atlet,1,14
Puskesmas Penjaringan,RS Wisma Atlet,1,14
Puskesmas Senen,RS Wisma Atlet,1,12
RS KKO Cilandak,RS Wisma Atlet,1,26
Puskesmas Pulogadung,RS Wisma Atlet,1,7
Puskesmas Koja,RS Wisma Atlet,1,5
Puskesmas Koja (2),RS Wisma Atlet,1,22
Puskesmas Tebet,RS Wisma Atlet,1,12
Puskesmas Cakung,RS Wisma Atlet,1,10
Puskesmas Duren Sawit,RS Wisma Atlet,1,10
Puskesmas Cilincing,RS Wisma Atlet,1,33
RS KKO Cilandak,RS Wisma Atlet,1,22
Puskesmas Setiabudi,RS Wisma Atlet,1,53
Puskesmas Ciracas,RS Wisma Atlet,1,20
Puskesmas Cipayung,RS Wisma Atlet,1,5
Puskesmas Kemayoran,RS Wisma Atlet,1,11
Puskesmas Menteng,RS Wisma Atlet,1,10
Puskesmas Pasar Minggu,RS Wisma Atlet,1,11
Puskesmas Jatinegara,RS Wisma Atlet,1,9
Puskesmas Palmerah ,RS Wisma Atlet,1,14
Puskesmas Pancoran,RS Wisma Atlet,1,60
Puskesmas Kelapa Gading,RS Wisma Atlet,1,6
Puskesmas Tebet (2),RS Wisma Atlet,1,8
Puskesmas Kembangan ,RS Wisma Atlet,1,6
Puskesmas Tanjung Priuk ,RS Wisma Atlet,1,28
Puskesmas Pulogadung,RS Wisma Atlet,1,24
Puskesmas Penjaringan,RS Wisma Atlet,1,20
Puskesmas Tanah Abang,RS Wisma Atlet,1,10
Puskesmas Kelapa Gading(2),RS Wisma Atlet,1,8
Fave Hotel Cideng,RS Wisma Atlet,1,35
Puskesmas Makasar,RS Wisma Atlet,1,43
Puskesmas Setiabudi,RS Wisma Atlet,1,32
Puskesmas Koja,RS Wisma Atlet,1,6
Puskesmas Koja(2),RS Wisma Atlet,1,10
Puskesmas Tebet,RS Wisma Atlet,1,13
Puskesmas Matraman,RS Wisma Atlet,1,9
Puskesmas Cilincing,RS Wisma Atlet,1,15
Puskesmas Kebayoran Lama,RS Wisma Atlet,1,8
Puskesmas Kemayoran,RS Wisma Atlet,1,6
RS KKO Cilandak,RS Wisma Atlet,1,13
Puskesmas Ciracas,RS Wisma Atlet,1,7
Puskesmas Pancoran,RS Wisma Atlet,1,10
RS KKO Cilandak,RS Wisma Atlet,1,8
Puskesmas Cilandak,RS Wisma Atlet,1,8
Puskesmas Penjaringan,RS Wisma Atlet,1,24
Puskesmas Pulogadung,RS Wisma Atlet,1,7
Puskesmas Pancoran(2),RS Wisma Atlet,1,6
Puskesmas Tebet,RS Wisma Atlet,1,48
Puskesmas Tebet (2),RS Wisma Atlet,1,5
Puskesmas Kemayoran,RS Wisma Atlet,1,11
Puskesmas Matraman,RS Wisma Atlet,1,15
Puskesmas Kelapa Gading,RS Wisma Atlet,1,14
Puskesmas Menteng,RS Wisma Atlet,1,10
Puskesmas Kebon Jeruk,RS Wisma Atlet,1,20
Puskesmas Setiabudi,RS Wisma Atlet,1,22
Puskesmas Tanah Abang,RS Wisma Atlet,1,10
Puskesmas Cempaka Putih,RS Wisma Atlet,1,7
Puskesmas Kramat Jati,RS Wisma Atlet,1,10
Puskesmas Kebon Jeruk (2),RS Wisma Atlet,1,16
Puskesmas Ciracas,RS Wisma Atlet,1,20
Puskesmas Pasar Minggu,RS Wisma Atlet,1,10
Puskesmas Cipayung,RS Wisma Atlet,1,10
Puskesmas Cilincing,RS Wisma Atlet,1,14
Puskesmas Pasar Minggu (2),RS Wisma Atlet,1,10
Puskesmas Sawah Besar,RS Wisma Atlet,1,11
Puskesmas Kemayoran (2),RS Wisma Atlet,1,11
Puskesmas Setiabudi (2),RS Wisma Atlet,1,11
Puskesmas Pulogadung,RS Wisma Atlet,1,13
Puskesmas Penjaringan,RS Wisma Atlet,1,14
Puskesmas Palmerah ,RS Wisma Atlet,1,14
Puskesmas Kelapa Gading(2),RS Wisma Atlet,1,5
Puskesmas Tanjung Priuk,RS Wisma Atlet,1,9
RS KKO Cilandak,RS Wisma Atlet,1,15
Puskesmas Menteng,RS Wisma Atlet,1,6
Puskesmas Tanah Abang (2),RS Wisma Atlet,1,12
Puskesmas Koja,RS Wisma Atlet,1,8
Puskesmas Koja (2),RS Wisma Atlet,1,24
Puskesmas Pademangan,RS Wisma Atlet,1,12
Puskesmas Kemayoran,RS Wisma Atlet,1,9
Puskesmas Kemayoran (2),RS Wisma Atlet,1,10
Puskesmas Tebet,RS Wisma Atlet,1,10
Puskesmas Menteng,RS Wisma Atlet,1,10
Puskesmas Setiabudi,RS Wisma Atlet,1,22
Puskesmas Cipayung,RS Wisma Atlet,1,10
Puskesmas Makasar,RS Wisma Atlet,1,14
Puskesmas Pancoran,RS Wisma Atlet,1,8
Puskesmas Jatinegara,RS Wisma Atlet,1,10
Puskesmas Grogol Petamburan,RS Wisma Atlet,1,14
Puskesmas Cakung,RS Wisma Atlet,1,15
Puskesmas Ciracas,RS Wisma Atlet,1,23
Puskesmas Kramat Jati,RS Wisma Atlet,1,7
